index,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,State,District_x,Year_x,Area Units,Production Units,Yield,Year_Normalized,District_y,Year_y,Rainfall
141070,Meghalaya,SOUTH WEST KHASI HILLS,2014,Kharif,Sesamum,6.0,9.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,1.5,2014,SOUTH WEST KHASI HILLS,2014,0.0
141071,Meghalaya,SOUTH WEST KHASI HILLS,2014,Kharif,Soyabean,5.0,7.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,1.4,2014,SOUTH WEST KHASI HILLS,2014,0.0
141072,Meghalaya,SOUTH WEST KHASI HILLS,2014,Kharif,Sweet potato,294.0,964.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,3.2789115646258504,2014,SOUTH WEST KHASI HILLS,2014,0.0
141073,Meghalaya,SOUTH WEST KHASI HILLS,2014,Kharif,Tapioca,271.0,1737.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,6.409594095940959,2014,SOUTH WEST KHASI HILLS,2014,0.0
141074,Meghalaya,SOUTH WEST KHASI HILLS,2014,Rabi,Cowpea(Lobia),3.0,8.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,2.6666666666666665,2014,SOUTH WEST KHASI HILLS,2014,0.0
141075,Meghalaya,SOUTH WEST KHASI HILLS,2014,Rabi,Peas & beans (Pulses),6.0,13.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,2.1666666666666665,2014,SOUTH WEST KHASI HILLS,2014,0.0
141076,Meghalaya,SOUTH WEST KHASI HILLS,2014,Rabi,Rapeseed &Mustard,5.0,5.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,1.0,2014,SOUTH WEST KHASI HILLS,2014,0.0
141077,Meghalaya,SOUTH WEST KHASI HILLS,2014,Rabi,Small millets,37.0,47.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,1.2702702702702702,2014,SOUTH WEST KHASI HILLS,2014,0.0
141078,Meghalaya,SOUTH WEST KHASI HILLS,2014,Summer,Potato,1402.0,20320.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,14.49358059914408,2014,SOUTH WEST KHASI HILLS,2014,0.0
141079,Meghalaya,SOUTH WEST KHASI HILLS,2014,Whole Year,Arecanut,573.0,602.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,1.050610820244328,2014,SOUTH WEST KHASI HILLS,2014,0.0
141080,Meghalaya,SOUTH WEST KHASI HILLS,2014,Whole Year,Black pepper,85.0,74.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,0.8705882352941177,2014,SOUTH WEST KHASI HILLS,2014,0.0
141081,Meghalaya,SOUTH WEST KHASI HILLS,2014,Whole Year,Dry chillies,21.0,25.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,1.1904761904761905,2014,SOUTH WEST KHASI HILLS,2014,0.0
141082,Meghalaya,SOUTH WEST KHASI HILLS,2014,Whole Year,Maize,1362.0,2247.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,1.6497797356828194,2014,SOUTH WEST KHASI HILLS,2014,0.0
141083,Meghalaya,SOUTH WEST KHASI HILLS,2014,Whole Year,Turmeric,48.0,213.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,4.4375,2014,SOUTH WEST KHASI HILLS,2014,0.0
141084,Meghalaya,SOUTH WEST KHASI HILLS,2014,Winter,Potato,601.0,5401.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,8.986688851913478,2014,SOUTH WEST KHASI HILLS,2014,0.0
141085,Meghalaya,SOUTH WEST KHASI HILLS,2014,Winter,Rice,1722.0,3105.0,Meghalaya,SOUTH WEST KHASI HILLS,2014-15,Hectare,Tonnes,1.803135888501742,2014,SOUTH WEST KHASI HILLS,2014,0.0
141320,Meghalaya,WEST GARO HILLS,2006,Autumn,Rice,16426.0,19645.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,1.195969803969317,2006,WEST GARO HILLS,2006,2628.7
141321,Meghalaya,WEST GARO HILLS,2006,Kharif,Banana,1675.0,20467.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,12.21910447761194,2006,WEST GARO HILLS,2006,2628.7
141323,Meghalaya,WEST GARO HILLS,2006,Kharif,Maize,4341.0,6707.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,1.5450357060585118,2006,WEST GARO HILLS,2006,2628.7
141324,Meghalaya,WEST GARO HILLS,2006,Kharif,Mesta,3303.0,15063.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Bales,4.560399636693915,2006,WEST GARO HILLS,2006,2628.7
141325,Meghalaya,WEST GARO HILLS,2006,Kharif,Soyabean,125.0,90.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,0.72,2006,WEST GARO HILLS,2006,2628.7
141326,Meghalaya,WEST GARO HILLS,2006,Kharif,Tapioca,1118.0,5623.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,5.029516994633274,2006,WEST GARO HILLS,2006,2628.7
141327,Meghalaya,WEST GARO HILLS,2006,Rabi,Arecanut,3276.0,5850.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,1.7857142857142858,2006,WEST GARO HILLS,2006,2628.7
141328,Meghalaya,WEST GARO HILLS,2006,Rabi,Castor seed,19.0,11.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,0.5789473684210527,2006,WEST GARO HILLS,2006,2628.7
141329,Meghalaya,WEST GARO HILLS,2006,Rabi,Cotton(lint),4379.0,4126.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Bales,0.9422242521123544,2006,WEST GARO HILLS,2006,2628.7
141330,Meghalaya,WEST GARO HILLS,2006,Rabi,Dry chillies,904.0,565.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,0.625,2006,WEST GARO HILLS,2006,2628.7
141331,Meghalaya,WEST GARO HILLS,2006,Rabi,Gram,279.0,183.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,0.6559139784946236,2006,WEST GARO HILLS,2006,2628.7
141332,Meghalaya,WEST GARO HILLS,2006,Rabi,Jute,3436.0,32408.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Bales,9.431897555296857,2006,WEST GARO HILLS,2006,2628.7
141333,Meghalaya,WEST GARO HILLS,2006,Rabi,Linseed,82.0,39.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,0.4756097560975609,2006,WEST GARO HILLS,2006,2628.7
141335,Meghalaya,WEST GARO HILLS,2006,Rabi,Potato,450.0,3434.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,7.631111111111111,2006,WEST GARO HILLS,2006,2628.7
141336,Meghalaya,WEST GARO HILLS,2006,Rabi,Rapeseed &Mustard,6003.0,4142.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,0.6899883391637515,2006,WEST GARO HILLS,2006,2628.7
141337,Meghalaya,WEST GARO HILLS,2006,Rabi,Rice,9339.0,39202.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,4.197665702966057,2006,WEST GARO HILLS,2006,2628.7
141338,Meghalaya,WEST GARO HILLS,2006,Rabi,Sesamum,1128.0,606.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,0.5372340425531915,2006,WEST GARO HILLS,2006,2628.7
141339,Meghalaya,WEST GARO HILLS,2006,Rabi,Small millets,1056.0,561.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,0.53125,2006,WEST GARO HILLS,2006,2628.7
141340,Meghalaya,WEST GARO HILLS,2006,Rabi,Sweet potato,507.0,1672.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,3.297830374753452,2006,WEST GARO HILLS,2006,2628.7
141341,Meghalaya,WEST GARO HILLS,2006,Rabi,Tobacco,341.0,240.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,0.7038123167155426,2006,WEST GARO HILLS,2006,2628.7
141342,Meghalaya,WEST GARO HILLS,2006,Rabi,Turmeric,377.0,1973.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,5.23342175066313,2006,WEST GARO HILLS,2006,2628.7
141343,Meghalaya,WEST GARO HILLS,2006,Rabi,Wheat,600.0,1122.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,1.87,2006,WEST GARO HILLS,2006,2628.7
141344,Meghalaya,WEST GARO HILLS,2006,Whole Year,Sugarcane,42.0,131.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,3.119047619047619,2006,WEST GARO HILLS,2006,2628.7
141345,Meghalaya,WEST GARO HILLS,2006,Winter,Rice,17205.0,31175.0,Meghalaya,WEST GARO HILLS,2006-07,Hectare,Tonnes,1.8119732635861667,2006,WEST GARO HILLS,2006,2628.7
141364,Meghalaya,WEST GARO HILLS,2008,Autumn,Rice,16455.0,20441.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,1.2422364023093284,2008,WEST GARO HILLS,2008,4429.27
141365,Meghalaya,WEST GARO HILLS,2008,Kharif,Arhar/Tur,622.0,490.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,0.7877813504823151,2008,WEST GARO HILLS,2008,4429.27
141366,Meghalaya,WEST GARO HILLS,2008,Kharif,Castor seed,18.0,10.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,0.5555555555555556,2008,WEST GARO HILLS,2008,4429.27
141367,Meghalaya,WEST GARO HILLS,2008,Kharif,Cotton(lint),4382.0,3581.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Bales,0.8172067549064355,2008,WEST GARO HILLS,2008,4429.27
141369,Meghalaya,WEST GARO HILLS,2008,Kharif,Jute,3433.0,32122.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Bales,9.356830760267988,2008,WEST GARO HILLS,2008,4429.27
141370,Meghalaya,WEST GARO HILLS,2008,Kharif,Maize,4428.0,7055.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,1.5932700993676605,2008,WEST GARO HILLS,2008,4429.27
141371,Meghalaya,WEST GARO HILLS,2008,Kharif,Mesta,3288.0,15000.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Bales,4.562043795620438,2008,WEST GARO HILLS,2008,4429.27
141372,Meghalaya,WEST GARO HILLS,2008,Kharif,Sesamum,1116.0,600.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,0.5376344086021505,2008,WEST GARO HILLS,2008,4429.27
141373,Meghalaya,WEST GARO HILLS,2008,Kharif,Small millets,1044.0,550.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,0.5268199233716475,2008,WEST GARO HILLS,2008,4429.27
141374,Meghalaya,WEST GARO HILLS,2008,Kharif,Soyabean,134.0,100.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,0.746268656716418,2008,WEST GARO HILLS,2008,4429.27
141375,Meghalaya,WEST GARO HILLS,2008,Rabi,Black pepper,336.0,151.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,0.4494047619047619,2008,WEST GARO HILLS,2008,4429.27
141376,Meghalaya,WEST GARO HILLS,2008,Rabi,Gram,286.0,188.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,0.6573426573426573,2008,WEST GARO HILLS,2008,4429.27
141377,Meghalaya,WEST GARO HILLS,2008,Rabi,Linseed,90.0,43.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,0.4777777777777778,2008,WEST GARO HILLS,2008,4429.27
141379,Meghalaya,WEST GARO HILLS,2008,Rabi,Rapeseed &Mustard,5982.0,4122.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,0.6890672016048145,2008,WEST GARO HILLS,2008,4429.27
141380,Meghalaya,WEST GARO HILLS,2008,Rabi,Wheat,360.0,678.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,1.8833333333333333,2008,WEST GARO HILLS,2008,4429.27
141381,Meghalaya,WEST GARO HILLS,2008,Summer,Rice,11971.0,45214.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,3.776960989056888,2008,WEST GARO HILLS,2008,4429.27
141382,Meghalaya,WEST GARO HILLS,2008,Whole Year,Arecanut,3685.0,6847.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,1.8580732700135685,2008,WEST GARO HILLS,2008,4429.27
141383,Meghalaya,WEST GARO HILLS,2008,Whole Year,Banana,1769.0,22632.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,12.793668739400792,2008,WEST GARO HILLS,2008,4429.27
141384,Meghalaya,WEST GARO HILLS,2008,Whole Year,Dry chillies,918.0,586.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,0.6383442265795207,2008,WEST GARO HILLS,2008,4429.27
141385,Meghalaya,WEST GARO HILLS,2008,Whole Year,Potato,532.0,4145.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,7.791353383458647,2008,WEST GARO HILLS,2008,4429.27
141386,Meghalaya,WEST GARO HILLS,2008,Whole Year,Sugarcane,40.0,125.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,3.125,2008,WEST GARO HILLS,2008,4429.27
141387,Meghalaya,WEST GARO HILLS,2008,Whole Year,Sweet potato,512.0,1705.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,3.330078125,2008,WEST GARO HILLS,2008,4429.27
141388,Meghalaya,WEST GARO HILLS,2008,Whole Year,Tapioca,1140.0,5737.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,5.032456140350877,2008,WEST GARO HILLS,2008,4429.27
141389,Meghalaya,WEST GARO HILLS,2008,Whole Year,Tobacco,334.0,222.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,0.6646706586826348,2008,WEST GARO HILLS,2008,4429.27
141390,Meghalaya,WEST GARO HILLS,2008,Whole Year,Turmeric,381.0,1904.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,4.997375328083989,2008,WEST GARO HILLS,2008,4429.27
141391,Meghalaya,WEST GARO HILLS,2008,Winter,Rice,18100.0,33666.0,Meghalaya,WEST GARO HILLS,2008-09,Hectare,Tonnes,1.86,2008,WEST GARO HILLS,2008,4429.27
141419,Meghalaya,WEST GARO HILLS,2010,Autumn,Rice,16478.0,20515.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,1.2449933244325768,2010,WEST GARO HILLS,2010,2662.1
141420,Meghalaya,WEST GARO HILLS,2010,Kharif,Arhar/Tur,608.0,476.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.7828947368421053,2010,WEST GARO HILLS,2010,2662.1
141421,Meghalaya,WEST GARO HILLS,2010,Kharif,Banana,1881.0,22981.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,12.217437533227008,2010,WEST GARO HILLS,2010,2662.1
141422,Meghalaya,WEST GARO HILLS,2010,Kharif,Castor seed,16.0,8.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.5,2010,WEST GARO HILLS,2010,2662.1
141423,Meghalaya,WEST GARO HILLS,2010,Kharif,Cotton(lint),4125.0,3666.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Bales,0.8887272727272727,2010,WEST GARO HILLS,2010,2662.1
141425,Meghalaya,WEST GARO HILLS,2010,Kharif,Jute,3379.0,31764.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Bales,9.400414323764428,2010,WEST GARO HILLS,2010,2662.1
141426,Meghalaya,WEST GARO HILLS,2010,Kharif,Maize,4435.0,6971.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,1.571815107102593,2010,WEST GARO HILLS,2010,2662.1
141427,Meghalaya,WEST GARO HILLS,2010,Kharif,Mesta,3248.0,14253.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Bales,4.3882389162561575,2010,WEST GARO HILLS,2010,2662.1
141428,Meghalaya,WEST GARO HILLS,2010,Kharif,Sesamum,1091.0,584.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.535288725939505,2010,WEST GARO HILLS,2010,2662.1
141429,Meghalaya,WEST GARO HILLS,2010,Kharif,Soyabean,141.0,103.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.7304964539007093,2010,WEST GARO HILLS,2010,2662.1
141430,Meghalaya,WEST GARO HILLS,2010,Kharif,Sweet potato,515.0,1644.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,3.1922330097087377,2010,WEST GARO HILLS,2010,2662.1
141431,Meghalaya,WEST GARO HILLS,2010,Kharif,Tapioca,1144.0,5769.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,5.042832167832168,2010,WEST GARO HILLS,2010,2662.1
141432,Meghalaya,WEST GARO HILLS,2010,Rabi,Gram,314.0,206.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.6560509554140127,2010,WEST GARO HILLS,2010,2662.1
141433,Meghalaya,WEST GARO HILLS,2010,Rabi,Linseed,82.0,39.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.4756097560975609,2010,WEST GARO HILLS,2010,2662.1
141434,Meghalaya,WEST GARO HILLS,2010,Rabi,Masoor,305.0,255.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.8360655737704918,2010,WEST GARO HILLS,2010,2662.1
141436,Meghalaya,WEST GARO HILLS,2010,Rabi,Peas & beans (Pulses),472.0,391.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.8283898305084746,2010,WEST GARO HILLS,2010,2662.1
141437,Meghalaya,WEST GARO HILLS,2010,Rabi,Rapeseed &Mustard,5988.0,4142.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.6917167668670675,2010,WEST GARO HILLS,2010,2662.1
141438,Meghalaya,WEST GARO HILLS,2010,Rabi,Rice,12033.0,46098.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,3.830964846671653,2010,WEST GARO HILLS,2010,2662.1
141439,Meghalaya,WEST GARO HILLS,2010,Rabi,Small millets,1037.0,544.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.5245901639344263,2010,WEST GARO HILLS,2010,2662.1
141440,Meghalaya,WEST GARO HILLS,2010,Rabi,Tobacco,310.0,207.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.667741935483871,2010,WEST GARO HILLS,2010,2662.1
141441,Meghalaya,WEST GARO HILLS,2010,Rabi,Wheat,347.0,653.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,1.881844380403458,2010,WEST GARO HILLS,2010,2662.1
141442,Meghalaya,WEST GARO HILLS,2010,Whole Year,Arecanut,5447.0,10200.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,1.8725904167431613,2010,WEST GARO HILLS,2010,2662.1
141443,Meghalaya,WEST GARO HILLS,2010,Whole Year,Black pepper,337.0,150.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.4451038575667655,2010,WEST GARO HILLS,2010,2662.1
141444,Meghalaya,WEST GARO HILLS,2010,Whole Year,Cashewnut,4665.0,11544.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,2.4745980707395496,2010,WEST GARO HILLS,2010,2662.1
141445,Meghalaya,WEST GARO HILLS,2010,Whole Year,Dry chillies,942.0,596.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,0.6326963906581741,2010,WEST GARO HILLS,2010,2662.1
141446,Meghalaya,WEST GARO HILLS,2010,Whole Year,Potato,538.0,4182.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,7.773234200743494,2010,WEST GARO HILLS,2010,2662.1
141447,Meghalaya,WEST GARO HILLS,2010,Whole Year,Sugarcane,25.0,78.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,3.12,2010,WEST GARO HILLS,2010,2662.1
141448,Meghalaya,WEST GARO HILLS,2010,Whole Year,Turmeric,390.0,1949.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,4.9974358974358974,2010,WEST GARO HILLS,2010,2662.1
141449,Meghalaya,WEST GARO HILLS,2010,Winter,Rice,18181.0,33689.0,Meghalaya,WEST GARO HILLS,2010-11,Hectare,Tonnes,1.852978384027281,2010,WEST GARO HILLS,2010,2662.1
141481,Meghalaya,WEST GARO HILLS,2012,Autumn,Rice,16681.0,32318.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,1.9374138241112644,2012,WEST GARO HILLS,2012,2934.5
141482,Meghalaya,WEST GARO HILLS,2012,Kharif,Arhar/Tur,885.0,1181.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,1.3344632768361582,2012,WEST GARO HILLS,2012,2934.5
141483,Meghalaya,WEST GARO HILLS,2012,Kharif,Banana,1929.0,24268.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,12.580611715914982,2012,WEST GARO HILLS,2012,2934.5
141484,Meghalaya,WEST GARO HILLS,2012,Kharif,Castor seed,33.0,23.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,0.696969696969697,2012,WEST GARO HILLS,2012,2934.5
141485,Meghalaya,WEST GARO HILLS,2012,Kharif,Cotton(lint),4394.0,5793.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Bales,1.318388711879836,2012,WEST GARO HILLS,2012,2934.5
141487,Meghalaya,WEST GARO HILLS,2012,Kharif,Jute,5456.0,56496.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Bales,10.35483870967742,2012,WEST GARO HILLS,2012,2934.5
141488,Meghalaya,WEST GARO HILLS,2012,Kharif,Mesta,3491.0,20222.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Bales,5.792609567459181,2012,WEST GARO HILLS,2012,2934.5
141489,Meghalaya,WEST GARO HILLS,2012,Kharif,Sesamum,1513.0,1266.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,0.836748182419035,2012,WEST GARO HILLS,2012,2934.5
141490,Meghalaya,WEST GARO HILLS,2012,Kharif,Soyabean,205.0,1167.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,5.692682926829268,2012,WEST GARO HILLS,2012,2934.5
141491,Meghalaya,WEST GARO HILLS,2012,Kharif,Sweet potato,574.0,1896.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,3.303135888501742,2012,WEST GARO HILLS,2012,2934.5
141492,Meghalaya,WEST GARO HILLS,2012,Kharif,Tapioca,1381.0,7904.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,5.723388848660391,2012,WEST GARO HILLS,2012,2934.5
141493,Meghalaya,WEST GARO HILLS,2012,Rabi,Gram,1017.0,1018.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,1.0009832841691249,2012,WEST GARO HILLS,2012,2934.5
141494,Meghalaya,WEST GARO HILLS,2012,Rabi,Linseed,88.0,46.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,0.5227272727272727,2012,WEST GARO HILLS,2012,2934.5
141495,Meghalaya,WEST GARO HILLS,2012,Rabi,Peas & beans (Pulses),1010.0,1203.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,1.191089108910891,2012,WEST GARO HILLS,2012,2934.5
141496,Meghalaya,WEST GARO HILLS,2012,Rabi,Rapeseed &Mustard,8164.0,7731.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,0.9469622733953944,2012,WEST GARO HILLS,2012,2934.5
141497,Meghalaya,WEST GARO HILLS,2012,Rabi,Rice,12552.0,55697.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,4.4373008285532185,2012,WEST GARO HILLS,2012,2934.5
141498,Meghalaya,WEST GARO HILLS,2012,Rabi,Small millets,1277.0,760.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,0.5951448707909162,2012,WEST GARO HILLS,2012,2934.5
141499,Meghalaya,WEST GARO HILLS,2012,Rabi,Tobacco,380.0,352.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,0.9263157894736842,2012,WEST GARO HILLS,2012,2934.5
141500,Meghalaya,WEST GARO HILLS,2012,Rabi,Wheat,356.0,685.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,1.9241573033707864,2012,WEST GARO HILLS,2012,2934.5
141501,Meghalaya,WEST GARO HILLS,2012,Whole Year,Arecanut,5662.0,11052.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,1.951960438007771,2012,WEST GARO HILLS,2012,2934.5
141502,Meghalaya,WEST GARO HILLS,2012,Whole Year,Black pepper,355.0,214.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,0.6028169014084507,2012,WEST GARO HILLS,2012,2934.5
141503,Meghalaya,WEST GARO HILLS,2012,Whole Year,Cashewnut,4899.0,12603.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,2.572565829761176,2012,WEST GARO HILLS,2012,2934.5
141504,Meghalaya,WEST GARO HILLS,2012,Whole Year,Dry chillies,1013.0,687.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,0.6781836130306022,2012,WEST GARO HILLS,2012,2934.5
141505,Meghalaya,WEST GARO HILLS,2012,Whole Year,Maize,4623.0,10323.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,2.232965606748865,2012,WEST GARO HILLS,2012,2934.5
141506,Meghalaya,WEST GARO HILLS,2012,Whole Year,Potato,555.0,4430.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,7.981981981981982,2012,WEST GARO HILLS,2012,2934.5
141507,Meghalaya,WEST GARO HILLS,2012,Whole Year,Sugarcane,34.0,119.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,3.5,2012,WEST GARO HILLS,2012,2934.5
141508,Meghalaya,WEST GARO HILLS,2012,Whole Year,Turmeric,433.0,2403.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,5.549653579676674,2012,WEST GARO HILLS,2012,2934.5
141509,Meghalaya,WEST GARO HILLS,2012,Winter,Rice,18698.0,52042.0,Meghalaya,WEST GARO HILLS,2012-13,Hectare,Tonnes,2.78329233073056,2012,WEST GARO HILLS,2012,2934.5
141510,Meghalaya,WEST GARO HILLS,2013,Autumn,Rice,11296.0,23688.0,Meghalaya,WEST GARO HILLS,2013-14,Hectare,Tonnes,2.0970254957507084,2013,WEST GARO HILLS,2013,2195.8
141511,Meghalaya,WEST GARO HILLS,2013,Kharif,Arhar/Tur,573.0,772.0,Meghalaya,WEST GARO HILLS,2013-14,Hectare,Tonnes,1.3472949389179756,2013,WEST GARO HILLS,2013,2195.8
141512,Meghalaya,WEST GARO HILLS,2013,Kharif,Banana,1519.0,19563.0,Meghalaya,WEST GARO HILLS,2013-14,Hectare,Tonnes,12.8788676761027,2013,WEST GARO HILLS,2013,2195.8
