index,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,State,District,Year,Area Units,Production Units,Yield,Year_Normalized
139833,Meghalaya,EAST JAINTIA HILLS,2012,Kharif,Sesamum,36.0,27.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,0.75,2012
139834,Meghalaya,EAST JAINTIA HILLS,2012,Kharif,Soyabean,604.0,842.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,1.3940397350993377,2012
139835,Meghalaya,EAST JAINTIA HILLS,2012,Kharif,Sweet potato,1152.0,3208.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,2.7847222222222223,2012
139836,Meghalaya,EAST JAINTIA HILLS,2012,Kharif,Tapioca,25.0,257.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,10.28,2012
139837,Meghalaya,EAST JAINTIA HILLS,2012,Rabi,Peas & beans (Pulses),116.0,112.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,0.9655172413793104,2012
139838,Meghalaya,EAST JAINTIA HILLS,2012,Rabi,Rapeseed &Mustard,89.0,76.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,0.8539325842696629,2012
139839,Meghalaya,EAST JAINTIA HILLS,2012,Rabi,Rice,48.0,103.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,2.145833333333333,2012
139840,Meghalaya,EAST JAINTIA HILLS,2012,Rabi,Small millets,200.0,253.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,1.265,2012
139841,Meghalaya,EAST JAINTIA HILLS,2012,Whole Year,Arecanut,1775.0,2667.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,1.5025352112676056,2012
139842,Meghalaya,EAST JAINTIA HILLS,2012,Whole Year,Black pepper,37.0,25.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,0.6756756756756757,2012
139843,Meghalaya,EAST JAINTIA HILLS,2012,Whole Year,Dry chillies,54.0,46.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,0.8518518518518519,2012
139844,Meghalaya,EAST JAINTIA HILLS,2012,Whole Year,Maize,3199.0,5743.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,1.7952485151609878,2012
139845,Meghalaya,EAST JAINTIA HILLS,2012,Whole Year,Potato,207.0,1029.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,4.971014492753623,2012
139846,Meghalaya,EAST JAINTIA HILLS,2012,Whole Year,Sugarcane,11.0,11.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,1.0,2012
139847,Meghalaya,EAST JAINTIA HILLS,2012,Whole Year,Turmeric,1257.0,7381.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,5.871917263325378,2012
139848,Meghalaya,EAST JAINTIA HILLS,2012,Winter,Rice,12239.0,22458.0,Meghalaya,EAST JAINTIA HILLS,2012-13,Hectare,Tonnes,1.8349538360977204,2012
139849,Meghalaya,EAST JAINTIA HILLS,2013,Autumn,Rice,77.0,185.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,2.4025974025974026,2013
139850,Meghalaya,EAST JAINTIA HILLS,2013,Kharif,Banana,102.0,335.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,3.284313725490196,2013
139852,Meghalaya,EAST JAINTIA HILLS,2013,Kharif,Sesamum,10.0,7.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,0.7,2013
139853,Meghalaya,EAST JAINTIA HILLS,2013,Kharif,Soyabean,57.0,89.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,1.5614035087719298,2013
139854,Meghalaya,EAST JAINTIA HILLS,2013,Kharif,Sweet potato,178.0,501.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,2.8146067415730336,2013
139855,Meghalaya,EAST JAINTIA HILLS,2013,Kharif,Tapioca,5.0,49.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,9.8,2013
139856,Meghalaya,EAST JAINTIA HILLS,2013,Rabi,Cowpea(Lobia),22.0,21.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,0.9545454545454546,2013
139857,Meghalaya,EAST JAINTIA HILLS,2013,Rabi,Peas & beans (Pulses),18.0,15.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,0.8333333333333334,2013
139858,Meghalaya,EAST JAINTIA HILLS,2013,Rabi,Rapeseed &Mustard,11.0,9.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,0.8181818181818182,2013
139859,Meghalaya,EAST JAINTIA HILLS,2013,Whole Year,Arecanut,256.0,303.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,1.18359375,2013
139860,Meghalaya,EAST JAINTIA HILLS,2013,Whole Year,Black pepper,32.0,22.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,0.6875,2013
139861,Meghalaya,EAST JAINTIA HILLS,2013,Whole Year,Dry chillies,18.0,16.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,0.8888888888888888,2013
139862,Meghalaya,EAST JAINTIA HILLS,2013,Whole Year,Maize,350.0,755.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,2.157142857142857,2013
139863,Meghalaya,EAST JAINTIA HILLS,2013,Whole Year,Potato,38.0,215.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,5.657894736842105,2013
139864,Meghalaya,EAST JAINTIA HILLS,2013,Whole Year,Sugarcane,5.0,4.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,0.8,2013
139865,Meghalaya,EAST JAINTIA HILLS,2013,Whole Year,Turmeric,41.0,225.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,5.487804878048781,2013
139866,Meghalaya,EAST JAINTIA HILLS,2013,Winter,Rice,7911.0,15624.0,Meghalaya,EAST JAINTIA HILLS,2013-14,Hectare,Tonnes,1.974971558589306,2013
139867,Meghalaya,EAST JAINTIA HILLS,2014,Autumn,Rice,27.0,66.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,2.4444444444444446,2014
139868,Meghalaya,EAST JAINTIA HILLS,2014,Kharif,Banana,103.0,339.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,3.29126213592233,2014
139870,Meghalaya,EAST JAINTIA HILLS,2014,Kharif,Sesamum,10.0,8.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,0.8,2014
139871,Meghalaya,EAST JAINTIA HILLS,2014,Kharif,Soyabean,60.0,95.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,1.5833333333333333,2014
139872,Meghalaya,EAST JAINTIA HILLS,2014,Kharif,Sweet potato,181.0,531.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,2.933701657458564,2014
139873,Meghalaya,EAST JAINTIA HILLS,2014,Kharif,Tapioca,6.0,57.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,9.5,2014
139874,Meghalaya,EAST JAINTIA HILLS,2014,Rabi,Cowpea(Lobia),22.0,22.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,1.0,2014
139875,Meghalaya,EAST JAINTIA HILLS,2014,Rabi,Peas & beans (Pulses),18.0,17.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,0.9444444444444444,2014
139876,Meghalaya,EAST JAINTIA HILLS,2014,Rabi,Rapeseed &Mustard,11.0,9.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,0.8181818181818182,2014
139877,Meghalaya,EAST JAINTIA HILLS,2014,Summer,Potato,30.0,194.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,6.466666666666667,2014
139878,Meghalaya,EAST JAINTIA HILLS,2014,Whole Year,Arecanut,257.0,301.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,1.171206225680934,2014
139879,Meghalaya,EAST JAINTIA HILLS,2014,Whole Year,Black pepper,33.0,23.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,0.696969696969697,2014
139880,Meghalaya,EAST JAINTIA HILLS,2014,Whole Year,Dry chillies,19.0,18.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,0.9473684210526316,2014
139881,Meghalaya,EAST JAINTIA HILLS,2014,Whole Year,Maize,350.0,776.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,2.217142857142857,2014
139882,Meghalaya,EAST JAINTIA HILLS,2014,Whole Year,Sugarcane,5.0,4.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,0.8,2014
139883,Meghalaya,EAST JAINTIA HILLS,2014,Whole Year,Turmeric,47.0,266.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,5.659574468085107,2014
139884,Meghalaya,EAST JAINTIA HILLS,2014,Winter,Potato,13.0,52.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,4.0,2014
139885,Meghalaya,EAST JAINTIA HILLS,2014,Winter,Rice,4341.0,8937.0,Meghalaya,EAST JAINTIA HILLS,2014-15,Hectare,Tonnes,2.0587422252937118,2014
139887,Meghalaya,EAST KHASI HILLS,1997,Kharif,Maize,1847.0,3131.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,1.695181375203032,1997
139888,Meghalaya,EAST KHASI HILLS,1997,Kharif,Rice,5160.0,7690.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,1.4903100775193798,1997
139889,Meghalaya,EAST KHASI HILLS,1997,Kharif,Sesamum,32.0,13.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,0.40625,1997
139890,Meghalaya,EAST KHASI HILLS,1997,Kharif,Small millets,459.0,479.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,1.0435729847494553,1997
139891,Meghalaya,EAST KHASI HILLS,1997,Kharif,Soyabean,167.0,143.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,0.8562874251497006,1997
139895,Meghalaya,EAST KHASI HILLS,1997,Rabi,Rapeseed &Mustard,58.0,35.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,0.603448275862069,1997
139896,Meghalaya,EAST KHASI HILLS,1997,Whole Year,Arecanut,4549.0,4550.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,1.0002198285337436,1997
139897,Meghalaya,EAST KHASI HILLS,1997,Whole Year,Banana,650.0,8614.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,13.252307692307692,1997
139898,Meghalaya,EAST KHASI HILLS,1997,Whole Year,Dry chillies,81.0,49.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,0.6049382716049383,1997
139899,Meghalaya,EAST KHASI HILLS,1997,Whole Year,Oilseeds total,257.0,191.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,0.7431906614785992,1997
139900,Meghalaya,EAST KHASI HILLS,1997,Whole Year,Potato,11873.0,121108.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,10.200286364019204,1997
139901,Meghalaya,EAST KHASI HILLS,1997,Whole Year,Sweet potato,880.0,3212.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,3.65,1997
139902,Meghalaya,EAST KHASI HILLS,1997,Whole Year,Tapioca,388.0,2140.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,5.515463917525773,1997
139903,Meghalaya,EAST KHASI HILLS,1997,Whole Year,Turmeric,55.0,360.0,Meghalaya,EAST KHASI HILLS,1997-98,Hectare,Tonnes,6.545454545454546,1997
139905,Meghalaya,EAST KHASI HILLS,1998,Kharif,Maize,1866.0,3370.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,1.8060021436227225,1998
139906,Meghalaya,EAST KHASI HILLS,1998,Kharif,Rice,5210.0,9673.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,1.8566218809980808,1998
139907,Meghalaya,EAST KHASI HILLS,1998,Kharif,Sesamum,33.0,22.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,0.6666666666666666,1998
139908,Meghalaya,EAST KHASI HILLS,1998,Kharif,Small millets,457.0,490.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,1.0722100656455142,1998
139909,Meghalaya,EAST KHASI HILLS,1998,Kharif,Soyabean,169.0,144.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,0.8520710059171598,1998
139913,Meghalaya,EAST KHASI HILLS,1998,Rabi,Rapeseed &Mustard,60.0,33.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,0.55,1998
139914,Meghalaya,EAST KHASI HILLS,1998,Whole Year,Arecanut,4564.0,4838.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,1.0600350569675725,1998
139915,Meghalaya,EAST KHASI HILLS,1998,Whole Year,Banana,652.0,8647.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,13.262269938650308,1998
139916,Meghalaya,EAST KHASI HILLS,1998,Whole Year,Dry chillies,85.0,52.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,0.611764705882353,1998
139917,Meghalaya,EAST KHASI HILLS,1998,Whole Year,Oilseeds total,262.0,99.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,0.3778625954198473,1998
139918,Meghalaya,EAST KHASI HILLS,1998,Whole Year,Potato,11803.0,129254.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,10.950944675082606,1998
139919,Meghalaya,EAST KHASI HILLS,1998,Whole Year,Sweet potato,886.0,3399.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,3.8363431151241536,1998
139920,Meghalaya,EAST KHASI HILLS,1998,Whole Year,Tapioca,390.0,2150.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,5.512820512820513,1998
139921,Meghalaya,EAST KHASI HILLS,1998,Whole Year,Turmeric,57.0,373.0,Meghalaya,EAST KHASI HILLS,1998-99,Hectare,Tonnes,6.543859649122807,1998
139923,Meghalaya,EAST KHASI HILLS,1999,Kharif,Maize,1900.0,3784.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,1.991578947368421,1999
139924,Meghalaya,EAST KHASI HILLS,1999,Kharif,Rice,5369.0,10233.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,1.905941516111008,1999
139925,Meghalaya,EAST KHASI HILLS,1999,Kharif,Sesamum,35.0,17.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,0.4857142857142857,1999
139926,Meghalaya,EAST KHASI HILLS,1999,Kharif,Soyabean,194.0,164.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,0.845360824742268,1999
139927,Meghalaya,EAST KHASI HILLS,1999,Rabi,Rapeseed &Mustard,60.0,33.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,0.55,1999
139928,Meghalaya,EAST KHASI HILLS,1999,Rabi,Rice,10.0,10.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,1.0,1999
139929,Meghalaya,EAST KHASI HILLS,1999,Whole Year,Arecanut,4568.0,4934.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,1.080122591943958,1999
139930,Meghalaya,EAST KHASI HILLS,1999,Whole Year,Banana,662.0,8844.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,13.3595166163142,1999
139931,Meghalaya,EAST KHASI HILLS,1999,Whole Year,Dry chillies,92.0,58.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,0.6304347826086957,1999
139932,Meghalaya,EAST KHASI HILLS,1999,Whole Year,Potato,10854.0,95635.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,8.811037405564768,1999
139933,Meghalaya,EAST KHASI HILLS,1999,Whole Year,Sweet potato,890.0,3436.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,3.8606741573033703,1999
139934,Meghalaya,EAST KHASI HILLS,1999,Whole Year,Tapioca,394.0,2143.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,5.439086294416244,1999
139935,Meghalaya,EAST KHASI HILLS,1999,Whole Year,Turmeric,59.0,391.0,Meghalaya,EAST KHASI HILLS,1999-00,Hectare,Tonnes,6.627118644067797,1999
139937,Meghalaya,EAST KHASI HILLS,2000,Kharif,Maize,1940.0,3443.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,1.774742268041237,2000
139938,Meghalaya,EAST KHASI HILLS,2000,Kharif,Rice,5471.0,10343.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,1.8905136172546155,2000
139939,Meghalaya,EAST KHASI HILLS,2000,Kharif,Sesamum,39.0,18.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,0.4615384615384615,2000
139940,Meghalaya,EAST KHASI HILLS,2000,Kharif,Small millets,459.0,487.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,1.0610021786492374,2000
139941,Meghalaya,EAST KHASI HILLS,2000,Kharif,Soyabean,190.0,163.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,0.8578947368421053,2000
139943,Meghalaya,EAST KHASI HILLS,2000,Rabi,Rapeseed &Mustard,62.0,34.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,0.5483870967741935,2000
139944,Meghalaya,EAST KHASI HILLS,2000,Rabi,Rice,13.0,14.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,1.0769230769230769,2000
139945,Meghalaya,EAST KHASI HILLS,2000,Whole Year,Arecanut,4602.0,4524.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,0.9830508474576272,2000
139946,Meghalaya,EAST KHASI HILLS,2000,Whole Year,Banana,672.0,9122.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,13.574404761904765,2000
139947,Meghalaya,EAST KHASI HILLS,2000,Whole Year,Dry chillies,94.0,59.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,0.6276595744680851,2000
139948,Meghalaya,EAST KHASI HILLS,2000,Whole Year,Potato,10829.0,94429.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,8.720011081355619,2000
139949,Meghalaya,EAST KHASI HILLS,2000,Whole Year,Sweet potato,892.0,3449.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,3.866591928251121,2000
139950,Meghalaya,EAST KHASI HILLS,2000,Whole Year,Tapioca,395.0,2171.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,5.49620253164557,2000
139951,Meghalaya,EAST KHASI HILLS,2000,Whole Year,Turmeric,61.0,389.0,Meghalaya,EAST KHASI HILLS,2000-01,Hectare,Tonnes,6.377049180327869,2000
139953,Meghalaya,EAST KHASI HILLS,2001,Kharif,Maize,1903.0,3396.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,1.7845507094062008,2001
139954,Meghalaya,EAST KHASI HILLS,2001,Kharif,Rice,5496.0,10392.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,1.890829694323144,2001
139955,Meghalaya,EAST KHASI HILLS,2001,Kharif,Sesamum,40.0,20.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,0.5,2001
139956,Meghalaya,EAST KHASI HILLS,2001,Kharif,Small millets,398.0,423.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,1.0628140703517588,2001
139957,Meghalaya,EAST KHASI HILLS,2001,Kharif,Soyabean,182.0,172.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,0.945054945054945,2001
139958,Meghalaya,EAST KHASI HILLS,2001,Rabi,Rapeseed &Mustard,62.0,35.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,0.5645161290322581,2001
139959,Meghalaya,EAST KHASI HILLS,2001,Whole Year,Arecanut,4459.0,4672.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,1.0477685579726397,2001
139960,Meghalaya,EAST KHASI HILLS,2001,Whole Year,Dry chillies,93.0,61.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,0.6559139784946236,2001
139961,Meghalaya,EAST KHASI HILLS,2001,Whole Year,Potato,10835.0,97266.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,8.977018920166127,2001
139962,Meghalaya,EAST KHASI HILLS,2001,Whole Year,Sweet potato,706.0,2967.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,4.2025495750708215,2001
139963,Meghalaya,EAST KHASI HILLS,2001,Whole Year,Tapioca,375.0,2073.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,5.528,2001
139964,Meghalaya,EAST KHASI HILLS,2001,Whole Year,Turmeric,62.0,397.0,Meghalaya,EAST KHASI HILLS,2001-02,Hectare,Tonnes,6.403225806451613,2001
139966,Meghalaya,EAST KHASI HILLS,2002,Kharif,Maize,1909.0,3369.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,1.7647983237297014,2002
139967,Meghalaya,EAST KHASI HILLS,2002,Kharif,Rice,5606.0,10303.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,1.837852301105958,2002
139968,Meghalaya,EAST KHASI HILLS,2002,Kharif,Sesamum,41.0,20.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,0.4878048780487805,2002
139969,Meghalaya,EAST KHASI HILLS,2002,Kharif,Small millets,450.0,477.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,1.06,2002
139970,Meghalaya,EAST KHASI HILLS,2002,Kharif,Soyabean,189.0,181.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,0.9576719576719576,2002
139972,Meghalaya,EAST KHASI HILLS,2002,Rabi,Rapeseed &Mustard,69.0,38.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,0.5507246376811594,2002
139973,Meghalaya,EAST KHASI HILLS,2002,Whole Year,Banana,645.0,8478.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,13.144186046511628,2002
139975,Meghalaya,EAST KHASI HILLS,2002,Whole Year,Dry chillies,97.0,67.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,0.6907216494845361,2002
139978,Meghalaya,EAST KHASI HILLS,2002,Whole Year,Potato,11322.0,120013.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,10.599982335276453,2002
139979,Meghalaya,EAST KHASI HILLS,2002,Whole Year,Sweet potato,718.0,3113.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,4.335654596100278,2002
139980,Meghalaya,EAST KHASI HILLS,2002,Whole Year,Tapioca,377.0,2090.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,5.543766578249337,2002
139981,Meghalaya,EAST KHASI HILLS,2002,Whole Year,Turmeric,72.0,433.0,Meghalaya,EAST KHASI HILLS,2002-03,Hectare,Tonnes,6.013888888888889,2002
139983,Meghalaya,EAST KHASI HILLS,2003,Kharif,Maize,1957.0,3464.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,1.770056208482371,2003
139984,Meghalaya,EAST KHASI HILLS,2003,Kharif,Rice,5636.0,10375.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,1.8408445706174592,2003
139985,Meghalaya,EAST KHASI HILLS,2003,Kharif,Sesamum,41.0,17.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,0.4146341463414634,2003
139986,Meghalaya,EAST KHASI HILLS,2003,Kharif,Small millets,382.0,405.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,1.0602094240837696,2003
139987,Meghalaya,EAST KHASI HILLS,2003,Kharif,Soyabean,185.0,181.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,0.9783783783783784,2003
139989,Meghalaya,EAST KHASI HILLS,2003,Rabi,Rapeseed &Mustard,69.0,36.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,0.5217391304347826,2003
139990,Meghalaya,EAST KHASI HILLS,2003,Whole Year,Arecanut,4510.0,4764.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,1.056319290465632,2003
139991,Meghalaya,EAST KHASI HILLS,2003,Whole Year,Banana,703.0,8724.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,12.409672830725462,2003
139993,Meghalaya,EAST KHASI HILLS,2003,Whole Year,Dry chillies,92.0,61.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,0.6630434782608695,2003
139996,Meghalaya,EAST KHASI HILLS,2003,Whole Year,Potato,11462.0,104189.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,9.089949398010818,2003
139997,Meghalaya,EAST KHASI HILLS,2003,Whole Year,Sweet potato,651.0,2579.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,3.961597542242704,2003
139998,Meghalaya,EAST KHASI HILLS,2003,Whole Year,Tapioca,409.0,2257.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,5.518337408312958,2003
139999,Meghalaya,EAST KHASI HILLS,2003,Whole Year,Turmeric,78.0,446.0,Meghalaya,EAST KHASI HILLS,2003-04,Hectare,Tonnes,5.717948717948718,2003
140000,Meghalaya,EAST KHASI HILLS,2004,Autumn,Rice,239.0,499.0,Meghalaya,EAST KHASI HILLS,2004-05,Hectare,Tonnes,2.087866108786611,2004
140002,Meghalaya,EAST KHASI HILLS,2004,Kharif,Maize,1955.0,3462.0,Meghalaya,EAST KHASI HILLS,2004-05,Hectare,Tonnes,1.770843989769821,2004
140003,Meghalaya,EAST KHASI HILLS,2004,Kharif,Sesamum,41.0,25.0,Meghalaya,EAST KHASI HILLS,2004-05,Hectare,Tonnes,0.6097560975609756,2004
140004,Meghalaya,EAST KHASI HILLS,2004,Kharif,Small millets,376.0,428.0,Meghalaya,EAST KHASI HILLS,2004-05,Hectare,Tonnes,1.1382978723404256,2004
140005,Meghalaya,EAST KHASI HILLS,2004,Kharif,Soyabean,157.0,154.0,Meghalaya,EAST KHASI HILLS,2004-05,Hectare,Tonnes,0.9808917197452228,2004
140006,Meghalaya,EAST KHASI HILLS,2004,Kharif,Sweet potato,681.0,2560.0,Meghalaya,EAST KHASI HILLS,2004-05,Hectare,Tonnes,3.7591776798825256,2004
140008,Meghalaya,EAST KHASI HILLS,2004,Rabi,Rapeseed &Mustard,66.0,35.0,Meghalaya,EAST KHASI HILLS,2004-05,Hectare,Tonnes,0.5303030303030303,2004
