index,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,State,District_x,Year_x,Area Units,Production Units,Yield,Year_Normalized,District_y,Year_y,Rainfall,Cost
141550,Meghalaya,WEST GARO HILLS,2014,Kharif,Sweet potato,390.0,1280.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,3.282051282051282,2014,WEST GARO HILLS,2014,2829.8,22627358.276595164
141551,Meghalaya,WEST GARO HILLS,2014,Kharif,Tapioca,1094.0,6208.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,5.674588665447898,2014,WEST GARO HILLS,2014,2829.8,40602909.17994997
141552,Meghalaya,WEST GARO HILLS,2014,Rabi,Cowpea(Lobia),819.0,1493.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,1.822954822954823,2014,WEST GARO HILLS,2014,2829.8,21679033.15006186
141553,Meghalaya,WEST GARO HILLS,2014,Rabi,Gram,747.0,763.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,1.0214190093708166,2014,WEST GARO HILLS,2014,2829.8,22948166.0920716
141554,Meghalaya,WEST GARO HILLS,2014,Rabi,Linseed,77.0,43.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,0.5584415584415584,2014,WEST GARO HILLS,2014,2829.8,1550306.0163287073
141555,Meghalaya,WEST GARO HILLS,2014,Rabi,Masoor,635.0,619.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,0.9748031496062992,2014,WEST GARO HILLS,2014,2829.8,20550730.741424147
141556,Meghalaya,WEST GARO HILLS,2014,Rabi,Peas & beans (Pulses),730.0,889.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,1.217808219178082,2014,WEST GARO HILLS,2014,2829.8,27024731.74935735
141557,Meghalaya,WEST GARO HILLS,2014,Rabi,Rapeseed &Mustard,5434.0,5253.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,0.9666912035333088,2014,WEST GARO HILLS,2014,2829.8,126386006.48233885
141558,Meghalaya,WEST GARO HILLS,2014,Rabi,Small millets,1090.0,683.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,0.6266055045871559,2014,WEST GARO HILLS,2014,2829.8,31468662.323382888
141559,Meghalaya,WEST GARO HILLS,2014,Rabi,Tobacco,232.0,213.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,0.918103448275862,2014,WEST GARO HILLS,2014,2829.8,11016494.804369561
141560,Meghalaya,WEST GARO HILLS,2014,Rabi,Wheat,185.0,373.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,2.016216216216216,2014,WEST GARO HILLS,2014,2829.8,6790910.448881618
141561,Meghalaya,WEST GARO HILLS,2014,Summer,Potato,17.0,125.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,7.352941176470588,2014,WEST GARO HILLS,2014,2829.8,924840.6166860991
141562,Meghalaya,WEST GARO HILLS,2014,Whole Year,Arecanut,4514.0,9312.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,2.0629153743907844,2014,WEST GARO HILLS,2014,2829.8,411938676.6751643
141563,Meghalaya,WEST GARO HILLS,2014,Whole Year,Black pepper,304.0,192.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,0.631578947368421,2014,WEST GARO HILLS,2014,2829.8,31995748.8093034
141564,Meghalaya,WEST GARO HILLS,2014,Whole Year,Cashewnut,3625.0,9781.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,2.6982068965517243,2014,WEST GARO HILLS,2014,2829.8,194907754.33261344
141565,Meghalaya,WEST GARO HILLS,2014,Whole Year,Dry chillies,929.0,668.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,0.7190527448869752,2014,WEST GARO HILLS,2014,2829.8,26989763.66734247
141566,Meghalaya,WEST GARO HILLS,2014,Whole Year,Maize,3139.0,7296.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,2.3243071041733034,2014,WEST GARO HILLS,2014,2829.8,100220560.0761927
141567,Meghalaya,WEST GARO HILLS,2014,Whole Year,Sugarcane,28.0,99.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,3.5357142857142856,2014,WEST GARO HILLS,2014,2829.8,2065563.018155933
141568,Meghalaya,WEST GARO HILLS,2014,Whole Year,Turmeric,373.0,2192.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,5.876675603217159,2014,WEST GARO HILLS,2014,2829.8,27919173.867437653
141569,Meghalaya,WEST GARO HILLS,2014,Winter,Potato,326.0,2563.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,7.861963190184049,2014,WEST GARO HILLS,2014,2829.8,18102735.647042718
141570,Meghalaya,WEST GARO HILLS,2014,Winter,Rice,11352.0,33035.0,Meghalaya,WEST GARO HILLS,2014-15,Hectare,Tonnes,2.910059901338971,2014,WEST GARO HILLS,2014,2829.8,444752042.57953036
141571,Meghalaya,WEST JAINTIA HILLS,2013,Kharif,Banana,253.0,829.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,3.2766798418972334,2013,WEST JAINTIA HILLS,2013,2608.1,26804314.550844543
141573,Meghalaya,WEST JAINTIA HILLS,2013,Kharif,Sesamum,27.0,22.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,0.8148148148148148,2013,WEST JAINTIA HILLS,2013,2608.1,753286.6232305014
141574,Meghalaya,WEST JAINTIA HILLS,2013,Kharif,Soyabean,568.0,809.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,1.4242957746478873,2013,WEST JAINTIA HILLS,2013,2608.1,16117288.754952842
141575,Meghalaya,WEST JAINTIA HILLS,2013,Kharif,Sweet potato,985.0,2831.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,2.874111675126904,2013,WEST JAINTIA HILLS,2013,2608.1,61727025.358406045
141576,Meghalaya,WEST JAINTIA HILLS,2013,Kharif,Tapioca,22.0,230.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,10.454545454545457,2013,WEST JAINTIA HILLS,2013,2608.1,918726.430432109
141577,Meghalaya,WEST JAINTIA HILLS,2013,Rabi,Cowpea(Lobia),32.0,34.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,1.0625,2013,WEST JAINTIA HILLS,2013,2608.1,822583.6212616477
141578,Meghalaya,WEST JAINTIA HILLS,2013,Rabi,Peas & beans (Pulses),100.0,105.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,1.05,2013,WEST JAINTIA HILLS,2013,2608.1,3635763.9111269703
141579,Meghalaya,WEST JAINTIA HILLS,2013,Rabi,Rapeseed &Mustard,79.0,69.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,0.8734177215189873,2013,WEST JAINTIA HILLS,2013,2608.1,1991876.1551223004
141580,Meghalaya,WEST JAINTIA HILLS,2013,Rabi,Small millets,202.0,267.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,1.3217821782178218,2013,WEST JAINTIA HILLS,2013,2608.1,5759180.459395227
141581,Meghalaya,WEST JAINTIA HILLS,2013,Whole Year,Arecanut,1589.0,2565.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,1.6142227816236627,2013,WEST JAINTIA HILLS,2013,2608.1,138596596.8061991
141582,Meghalaya,WEST JAINTIA HILLS,2013,Whole Year,Black pepper,6.0,4.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,0.6666666666666666,2013,WEST JAINTIA HILLS,2013,2608.1,561791.726016171
141583,Meghalaya,WEST JAINTIA HILLS,2013,Whole Year,Dry chillies,40.0,36.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,0.9,2013,WEST JAINTIA HILLS,2013,2608.1,1298028.134720071
141584,Meghalaya,WEST JAINTIA HILLS,2013,Whole Year,Maize,2851.0,5126.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,1.7979656260961066,2013,WEST JAINTIA HILLS,2013,2608.1,86956500.04126927
141585,Meghalaya,WEST JAINTIA HILLS,2013,Whole Year,Potato,172.0,858.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,4.988372093023256,2013,WEST JAINTIA HILLS,2013,2608.1,10115357.324200153
141586,Meghalaya,WEST JAINTIA HILLS,2013,Whole Year,Sugarcane,7.0,8.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,1.1428571428571428,2013,WEST JAINTIA HILLS,2013,2608.1,555744.6500081429
141587,Meghalaya,WEST JAINTIA HILLS,2013,Whole Year,Turmeric,1362.0,8487.0,Meghalaya,WEST JAINTIA HILLS,2013-14,Hectare,Tonnes,6.231277533039648,2013,WEST JAINTIA HILLS,2013,2608.1,103868798.7197181
141588,Meghalaya,WEST JAINTIA HILLS,2014,Autumn,Rice,78.0,198.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,2.5384615384615383,2014,WEST JAINTIA HILLS,2014,3851.3,2903691.2755444343
141589,Meghalaya,WEST JAINTIA HILLS,2014,Kharif,Banana,255.0,837.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,3.2823529411764705,2014,WEST JAINTIA HILLS,2014,3851.3,25939772.14328567
141591,Meghalaya,WEST JAINTIA HILLS,2014,Kharif,Sesamum,28.0,23.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,0.8214285714285714,2014,WEST JAINTIA HILLS,2014,3851.3,840989.2980525902
141592,Meghalaya,WEST JAINTIA HILLS,2014,Kharif,Soyabean,588.0,868.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,1.4761904761904765,2014,WEST JAINTIA HILLS,2014,3851.3,18033210.54261344
141593,Meghalaya,WEST JAINTIA HILLS,2014,Kharif,Sweet potato,995.0,2939.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,2.9537688442211056,2014,WEST JAINTIA HILLS,2014,3851.3,53946235.594820835
141594,Meghalaya,WEST JAINTIA HILLS,2014,Kharif,Tapioca,23.0,240.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,10.434782608695652,2014,WEST JAINTIA HILLS,2014,3851.3,988470.799245724
141595,Meghalaya,WEST JAINTIA HILLS,2014,Rabi,Cowpea(Lobia),34.0,39.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,1.1470588235294117,2014,WEST JAINTIA HILLS,2014,3851.3,923460.1080222143
141596,Meghalaya,WEST JAINTIA HILLS,2014,Rabi,Peas & beans (Pulses),102.0,111.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,1.088235294117647,2014,WEST JAINTIA HILLS,2014,3851.3,3616505.0930826953
141597,Meghalaya,WEST JAINTIA HILLS,2014,Rabi,Rapeseed &Mustard,80.0,71.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,0.8875,2014,WEST JAINTIA HILLS,2014,3851.3,2078660.329550757
141598,Meghalaya,WEST JAINTIA HILLS,2014,Rabi,Small millets,204.0,275.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,1.3480392156862746,2014,WEST JAINTIA HILLS,2014,3851.3,6637139.242561011
141599,Meghalaya,WEST JAINTIA HILLS,2014,Summer,Potato,125.0,688.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,5.504,2014,WEST JAINTIA HILLS,2014,3851.3,7810857.951470098
141600,Meghalaya,WEST JAINTIA HILLS,2014,Whole Year,Arecanut,1570.0,2517.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,1.6031847133757962,2014,WEST JAINTIA HILLS,2014,3851.3,131480753.35275704
141601,Meghalaya,WEST JAINTIA HILLS,2014,Whole Year,Black pepper,7.0,6.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,0.8571428571428571,2014,WEST JAINTIA HILLS,2014,3851.3,710680.370423354
141602,Meghalaya,WEST JAINTIA HILLS,2014,Whole Year,Dry chillies,41.0,39.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,0.951219512195122,2014,WEST JAINTIA HILLS,2014,3851.3,1256251.9014101825
141603,Meghalaya,WEST JAINTIA HILLS,2014,Whole Year,Maize,2853.0,5271.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,1.847528916929548,2014,WEST JAINTIA HILLS,2014,3851.3,84291268.83135425
141604,Meghalaya,WEST JAINTIA HILLS,2014,Whole Year,Sugarcane,6.0,7.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,1.1666666666666667,2014,WEST JAINTIA HILLS,2014,3851.3,502698.6466199734
141605,Meghalaya,WEST JAINTIA HILLS,2014,Whole Year,Turmeric,1375.0,8697.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,6.325090909090909,2014,WEST JAINTIA HILLS,2014,3851.3,104611565.03430353
141606,Meghalaya,WEST JAINTIA HILLS,2014,Winter,Potato,54.0,183.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,3.388888888888889,2014,WEST JAINTIA HILLS,2014,3851.3,3515768.3963635913
141607,Meghalaya,WEST JAINTIA HILLS,2014,Winter,Rice,7920.0,16941.0,Meghalaya,WEST JAINTIA HILLS,2014-15,Hectare,Tonnes,2.139015151515152,2014,WEST JAINTIA HILLS,2014,3851.3,313685182.5721658
141774,Meghalaya,WEST KHASI HILLS,2006,Autumn,Rice,75.0,112.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,1.4933333333333334,2006,WEST KHASI HILLS,2006,1124.4333333333334,2767942.8275044532
141775,Meghalaya,WEST KHASI HILLS,2006,Kharif,Banana,745.0,4731.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,6.350335570469799,2006,WEST KHASI HILLS,2006,1124.4333333333334,81724133.86453879
141777,Meghalaya,WEST KHASI HILLS,2006,Kharif,Maize,4245.0,4941.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,1.1639575971731448,2006,WEST KHASI HILLS,2006,1124.4333333333334,135981734.26177797
141778,Meghalaya,WEST KHASI HILLS,2006,Kharif,Soyabean,22.0,17.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,0.7727272727272727,2006,WEST KHASI HILLS,2006,1124.4333333333334,610455.4739188312
141779,Meghalaya,WEST KHASI HILLS,2006,Kharif,Tapioca,638.0,3373.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,5.286833855799373,2006,WEST KHASI HILLS,2006,1124.4333333333334,27667976.968879074
141780,Meghalaya,WEST KHASI HILLS,2006,Rabi,Arecanut,1208.0,1112.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,0.9205298013245032,2006,WEST KHASI HILLS,2006,1124.4333333333334,116763026.49667893
141781,Meghalaya,WEST KHASI HILLS,2006,Rabi,Dry chillies,50.0,42.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,0.84,2006,WEST KHASI HILLS,2006,1124.4333333333334,1505651.417137822
141783,Meghalaya,WEST KHASI HILLS,2006,Rabi,Potato,5820.0,67836.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,11.655670103092785,2006,WEST KHASI HILLS,2006,1124.4333333333334,355574676.4324259
141784,Meghalaya,WEST KHASI HILLS,2006,Rabi,Rapeseed &Mustard,30.0,26.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,0.8666666666666667,2006,WEST KHASI HILLS,2006,1124.4333333333334,734850.4055805196
141785,Meghalaya,WEST KHASI HILLS,2006,Rabi,Rice,50.0,91.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,1.82,2006,WEST KHASI HILLS,2006,1124.4333333333334,1821904.6555288124
141786,Meghalaya,WEST KHASI HILLS,2006,Rabi,Sesamum,24.0,18.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,0.75,2006,WEST KHASI HILLS,2006,1124.4333333333334,696268.4027970098
141787,Meghalaya,WEST KHASI HILLS,2006,Rabi,Small millets,201.0,235.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,1.1691542288557213,2006,WEST KHASI HILLS,2006,1124.4333333333334,6395241.259009202
141788,Meghalaya,WEST KHASI HILLS,2006,Rabi,Sweet potato,1195.0,4589.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,3.840167364016736,2006,WEST KHASI HILLS,2006,1124.4333333333334,64596423.20988601
141789,Meghalaya,WEST KHASI HILLS,2006,Rabi,Tobacco,20.0,15.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,0.75,2006,WEST KHASI HILLS,2006,1124.4333333333334,966699.8343382289
141790,Meghalaya,WEST KHASI HILLS,2006,Rabi,Turmeric,90.0,342.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,3.8,2006,WEST KHASI HILLS,2006,1124.4333333333334,6171692.5539245885
141791,Meghalaya,WEST KHASI HILLS,2006,Rabi,Wheat,2.0,2.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,1.0,2006,WEST KHASI HILLS,2006,1124.4333333333334,70523.53844113092
141792,Meghalaya,WEST KHASI HILLS,2006,Whole Year,Sugarcane,5.0,10.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,2.0,2006,WEST KHASI HILLS,2006,1124.4333333333334,433588.44931302086
141793,Meghalaya,WEST KHASI HILLS,2006,Winter,Rice,7664.0,15076.0,Meghalaya,WEST KHASI HILLS,2006-07,Hectare,Tonnes,1.9671189979123167,2006,WEST KHASI HILLS,2006,1124.4333333333334,297139165.60656583
141805,Meghalaya,WEST KHASI HILLS,2008,Autumn,Rice,78.0,116.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,1.4871794871794872,2008,WEST KHASI HILLS,2008,1203.1333333333334,3024498.7979832464
141807,Meghalaya,WEST KHASI HILLS,2008,Kharif,Maize,4157.0,4680.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,1.125811883569882,2008,WEST KHASI HILLS,2008,1203.1333333333334,130633756.13035335
141808,Meghalaya,WEST KHASI HILLS,2008,Kharif,Sesamum,24.0,19.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,0.7916666666666666,2008,WEST KHASI HILLS,2008,1203.1333333333334,713119.3834881323
141809,Meghalaya,WEST KHASI HILLS,2008,Kharif,Small millets,205.0,232.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,1.1317073170731706,2008,WEST KHASI HILLS,2008,1203.1333333333334,5811263.932216179
141810,Meghalaya,WEST KHASI HILLS,2008,Kharif,Soyabean,25.0,22.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,0.88,2008,WEST KHASI HILLS,2008,1203.1333333333334,742865.927419904
141811,Meghalaya,WEST KHASI HILLS,2008,Rabi,Black pepper,102.0,69.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,0.6764705882352942,2008,WEST KHASI HILLS,2008,1203.1333333333334,9467348.321574792
141813,Meghalaya,WEST KHASI HILLS,2008,Rabi,Rapeseed &Mustard,28.0,20.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,0.7142857142857143,2008,WEST KHASI HILLS,2008,1203.1333333333334,654694.1781108713
141814,Meghalaya,WEST KHASI HILLS,2008,Rabi,Wheat,2.0,2.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,1.0,2008,WEST KHASI HILLS,2008,1203.1333333333334,69977.14881835271
141815,Meghalaya,WEST KHASI HILLS,2008,Summer,Rice,49.0,96.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,1.959183673469388,2008,WEST KHASI HILLS,2008,1203.1333333333334,1928218.7762057828
141816,Meghalaya,WEST KHASI HILLS,2008,Whole Year,Arecanut,1213.0,1111.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,0.9159109645507008,2008,WEST KHASI HILLS,2008,1203.1333333333334,118227745.4039209
141817,Meghalaya,WEST KHASI HILLS,2008,Whole Year,Banana,750.0,4636.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,6.181333333333333,2008,WEST KHASI HILLS,2008,1203.1333333333334,72935908.4867495
141818,Meghalaya,WEST KHASI HILLS,2008,Whole Year,Dry chillies,48.0,39.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,0.8125,2008,WEST KHASI HILLS,2008,1203.1333333333334,1463209.4448800765
141819,Meghalaya,WEST KHASI HILLS,2008,Whole Year,Potato,5460.0,45114.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,8.262637362637363,2008,WEST KHASI HILLS,2008,1203.1333333333334,336265956.1444876
141820,Meghalaya,WEST KHASI HILLS,2008,Whole Year,Sugarcane,6.0,12.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,2.0,2008,WEST KHASI HILLS,2008,1203.1333333333334,433257.06783248
141821,Meghalaya,WEST KHASI HILLS,2008,Whole Year,Sweet potato,1196.0,3854.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,3.222408026755853,2008,WEST KHASI HILLS,2008,1203.1333333333334,74107088.36318384
141822,Meghalaya,WEST KHASI HILLS,2008,Whole Year,Tapioca,642.0,3397.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,5.2912772585669785,2008,WEST KHASI HILLS,2008,1203.1333333333334,24026392.725843042
141823,Meghalaya,WEST KHASI HILLS,2008,Whole Year,Tobacco,27.0,29.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,1.0740740740740742,2008,WEST KHASI HILLS,2008,1203.1333333333334,1474488.985716753
141824,Meghalaya,WEST KHASI HILLS,2008,Whole Year,Turmeric,75.0,274.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,3.653333333333333,2008,WEST KHASI HILLS,2008,1203.1333333333334,4881095.8641407695
141825,Meghalaya,WEST KHASI HILLS,2008,Winter,Rice,7664.0,10814.0,Meghalaya,WEST KHASI HILLS,2008-09,Hectare,Tonnes,1.4110125260960331,2008,WEST KHASI HILLS,2008,1203.1333333333334,301325434.2739513
141845,Meghalaya,WEST KHASI HILLS,2010,Autumn,Rice,83.0,121.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,1.4578313253012047,2010,WEST KHASI HILLS,2010,1500.5666666666666,3044672.1796042193
141846,Meghalaya,WEST KHASI HILLS,2010,Kharif,Banana,785.0,4244.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,5.406369426751592,2010,WEST KHASI HILLS,2010,1500.5666666666666,86300925.75398138
141848,Meghalaya,WEST KHASI HILLS,2010,Kharif,Maize,4255.0,5421.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,1.274030552291422,2010,WEST KHASI HILLS,2010,1500.5666666666666,127706038.61375663
141849,Meghalaya,WEST KHASI HILLS,2010,Kharif,Sesamum,28.0,20.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,0.7142857142857143,2010,WEST KHASI HILLS,2010,1500.5666666666666,856024.6829097675
141850,Meghalaya,WEST KHASI HILLS,2010,Kharif,Soyabean,25.0,26.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,1.04,2010,WEST KHASI HILLS,2010,1500.5666666666666,685061.4716082641
141851,Meghalaya,WEST KHASI HILLS,2010,Kharif,Sweet potato,1319.0,3916.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,2.968915845337377,2010,WEST KHASI HILLS,2010,1500.5666666666666,83096374.32547818
141852,Meghalaya,WEST KHASI HILLS,2010,Kharif,Tapioca,649.0,3583.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,5.520801232665639,2010,WEST KHASI HILLS,2010,1500.5666666666666,24453829.83935228
141854,Meghalaya,WEST KHASI HILLS,2010,Rabi,Peas & beans (Pulses),28.0,40.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,1.4285714285714286,2010,WEST KHASI HILLS,2010,1500.5666666666666,1058018.64073038
141855,Meghalaya,WEST KHASI HILLS,2010,Rabi,Rapeseed &Mustard,28.0,19.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,0.6785714285714286,2010,WEST KHASI HILLS,2010,1500.5666666666666,658719.549667481
141856,Meghalaya,WEST KHASI HILLS,2010,Rabi,Rice,52.0,108.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,2.076923076923077,2010,WEST KHASI HILLS,2010,1500.5666666666666,1951326.0917960852
141857,Meghalaya,WEST KHASI HILLS,2010,Rabi,Small millets,232.0,234.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,1.0086206896551724,2010,WEST KHASI HILLS,2010,1500.5666666666666,6314877.137644548
141858,Meghalaya,WEST KHASI HILLS,2010,Rabi,Tobacco,32.0,36.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,1.125,2010,WEST KHASI HILLS,2010,1500.5666666666666,1591061.4224351998
141859,Meghalaya,WEST KHASI HILLS,2010,Rabi,Wheat,1.0,1.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,1.0,2010,WEST KHASI HILLS,2010,1500.5666666666666,35453.88793283831
141860,Meghalaya,WEST KHASI HILLS,2010,Whole Year,Arecanut,1224.0,1165.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,0.951797385620915,2010,WEST KHASI HILLS,2010,1500.5666666666666,100591692.74388546
141861,Meghalaya,WEST KHASI HILLS,2010,Whole Year,Black pepper,102.0,66.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,0.6470588235294118,2010,WEST KHASI HILLS,2010,1500.5666666666666,10762076.338057822
141862,Meghalaya,WEST KHASI HILLS,2010,Whole Year,Dry chillies,47.0,45.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,0.9574468085106383,2010,WEST KHASI HILLS,2010,1500.5666666666666,1396827.451398944
141863,Meghalaya,WEST KHASI HILLS,2010,Whole Year,Potato,5473.0,47325.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,8.64699433583044,2010,WEST KHASI HILLS,2010,1500.5666666666666,329981855.3283581
141864,Meghalaya,WEST KHASI HILLS,2010,Whole Year,Sugarcane,6.0,13.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,2.1666666666666665,2010,WEST KHASI HILLS,2010,1500.5666666666666,474313.2237060699
141865,Meghalaya,WEST KHASI HILLS,2010,Whole Year,Turmeric,70.0,275.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,3.928571428571429,2010,WEST KHASI HILLS,2010,1500.5666666666666,4802747.79965782
141866,Meghalaya,WEST KHASI HILLS,2010,Winter,Rice,7680.0,11259.0,Meghalaya,WEST KHASI HILLS,2010-11,Hectare,Tonnes,1.466015625,2010,WEST KHASI HILLS,2010,1500.5666666666666,310864301.95557696
